storeId,url,additionalAttributes,breadcrumbs,label
,,,target > clothing > women's clothing > intimates > bras,rest
22,,,"target > movies, music & books > books > fiction & literature",books
,,,sports & outdoors > outdoor sports > hunting > knives & tools,rest
2627,,,books,books
,,,best buy > computers & tablets > laptops > all laptops > pc laptops,rest
,,, compras en l?nea  >  art?culos de cama y ba?o  >  s?banas y funda para almohadas  >  s?banas ,rest
,,,home & kitchen > bedding > blankets & throws > electric blankets,rest
24,,,movies & tv > dvd > anime,videos
,,,target > home > bath > bath rugs & toilet covers,rest
,,,best buy > computers & tablets > computer accessories & peripherals > usb flash drives,rest
26,,,books & media > books > social sciences > general,books
,,,target > shoes > women's shoes > boots,rest
,,,target > clothing > women's clothing > juniors > juniors' tops,rest
,,,clothing shoes & jewelry > men > shoes,rest
,,,11320,rest
,,,best buy > cameras & camcorders > digital camera accessories > camera lenses > dslr lenses > specialty lenses,rest
22,,,"target > movies, music & books > books > see more genres > music & performing arts",books
,,,office products > office furniture & lighting > chairs & sofas > stacking chairs,rest
,,,home & kitchen > vacuums & floor care > vacuum parts & accessories > bags > canister bags,rest
24,,,movies & tv > educational > movies & tv > genre for featured categories > documentary > movies & tv > genre for featured categories > military & war > movies & tv > movies > movies & tv > pbs > all,videos
,,,office supplies > office furniture > filing cabinets & accessories > lateral file cabinets,rest
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
23,,,books > religion > christianity > general,books
,,,sports & outdoors > team sports > golf > golf accessories,rest
,,,home improvement > hardware > cabinet hardware > cabinet hardware,rest
,,,party & occasions > halloween > halloween party > halloween tableware & party packs,rest
,,,target > shoes > women's shoes > boots > riding boots,rest
,,,best buy > cameras & camcorders > digital camera accessories > camera accessory kits,rest
,,,sports & outdoors > sports fan shop > for the home fan shop > furniture fan shop,rest
,,, clothing  >  boys  >  boys' tops & t-shirts  >  boys' t-shirts ,rest
23,,,books > art music & photography > art,books
,,,beauty & personal care > makeup > eyes > eyeliner,rest
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
26,,,books & media > movies > television > medical shows,videos
,,,target > home > home decor > window treatments > curtains,rest
,,,clothing shoes & jewelry > novelty & more > jewelry > brooches & pins,rest
,,,beauty > skin care > facial cleansers > facial toners > unassigned shelf,rest
,,,best buy > computers & tablets > computer accessories & peripherals > monitor & screen accessories > monitor & video cables,rest
24,,,books > literature & fiction > contemporary,books
,,, online shopping  >  worldstock fair trade  >  area rugs  >  runner rugs ,rest
,,,clothing & shoe store > children's clothing > boys' clothing > boys' shirts,rest
,,,baby > bedding > crib bedding > sheets,rest
22,,,"target > movies, music & books > books > see more genres > test prep & study guides",books
22,,,"target > movies, music & books > movies > drama",videos
24,,,cds & vinyl > jazz > cds & vinyl > pop,music
23,,,music on cd or vinyl > latin music on cd or vinyl record > regional mexicano music on cd or vinyl,music
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
23,,,movies & tv > tv shows > documentaries,videos
,,,best buy > audio > bluetooth & wireless speakers,rest
,,,target > clothing > school uniforms > girls' uniforms > girls' shoes,rest
,,,target > accessories > women's accessories > jewelry > fine jewelry,rest
22,,,"target > movies, music & books > movies > see more genres",videos
24,,,movies & tv > genre for featured categories > action & adventure > movies & tv > movies,videos
,,,best buy > computers & tablets > computer accessories & peripherals > cables & connectors > network cables,rest
6075,,,"christie, agatha",books
2627,,,books,books
,,,11320,rest
,,,best buy > office > telephones & communication > cordless telephones > systems,rest
,,, home  >  decor  >  rugs  >  area rugs ,rest
22,,,"target > movies, music & books > books > biography & autobiography",books
,,,target > home > bedding > blankets & throws,rest
,,,clothing & shoe store > shoes > men's shoes > sneakers,rest
6075,,,prentice hall,books
,,,best buy > audio & mp3 > home audio > speakers > in-wall & in-ceiling speakers > in-ceiling speakers,rest
,,,electronics > computers & accessories > networking products > wireless access points,rest
24,,,kindle store > kindle ebooks > law > procedures & litigation > trial practice,books
2627,,,books,books
,,, home  >  decor  >  art & wall decor  >  canvas wall art ,rest
6075,,,random house,books
23,,,music on cd or vinyl > rock music on cd or vinyl > alternative rock music on cd or vinyl,music
,,, home  >  decor  >  curtains & window coverings  >  window blinds ,rest
22,,,"target > movies, music & books > books > kids' books",books
,,,home > appliances > irons & ironing boards,rest
24,,,cds & vinyl > alternative rock > hardcore & punk > hardcore,music
,,,best buy > computers & tablets > computer cards & components > memory ram  > desktop memory,rest
,,,jewelry & watch store > jewelry store > wedding rings > women's wedding bands,rest
2627,,,books,books
,,,target > clothing > men's clothing > big & tall,rest
,,, clothing  >  shoes  >  women's shoes  >  all women's shoes ,rest
22,,,"target > movies, music & books > books > health & fitness",books
,,,best buy > cameras & camcorders > digital camera accessories > camera lenses > dslr lenses > prime lenses,rest
23,,,music on cd or vinyl > rock music on cd or vinyl > alternative rock music on cd or vinyl,music
,,,best buy > office > office & school supplies > pens pencils & markers,rest
26,,,books & media > movies > action & adventure,videos
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
24,,,movies & tv > 3-6 years > movies & tv > animation > movies & tv > genre for featured categories > kids & family > movies & tv > tv,videos
24,,,movies & tv > genre for featured categories > kids & family > movies & tv > independently distributed > movies & tv > independently distributed > drama > movies & tv > tv,videos
,,,target > clothing > women's clothing > intimates > bras,rest
,,,jewelry > fashion jewelry > fashion earrings,rest
26,,,books & media > books > sports books > general,books
22,,,"target > movies, music & books > music > blues",music
23,,,movies & tv > movies > westerns > classics,videos
,,,sports & outdoors > fan shop > home & kitchen > dÕ©cor > wall decals,rest
,,,target > home > home d?cor > home accents > artificial flowers & plants > silk flowers > floral arrangements,rest
,,,health & household > household supplies > household batteries > aa,rest
,,, home  >  decor  >  curtains & window coverings  >  window blinds ,rest
,,,best buy > appliances > small kitchen appliances > coffee tea & espresso > coffee makers > multi-cup coffee makers,rest
23,,,books > travel & nature > nature,books
,,, jewelry & watches  >  watches  >  women's watches  >  so&co women's watches ,rest
,,,clothing shoes & jewelry > men > clothing > shirts > t-shirts,rest
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
22,,,"target > movies, music & books > movies > action & adventure",videos
23,,,music on cd or vinyl > rock music on cd or vinyl > alternative rock music on cd or vinyl,music
,,,clothing > shoes > men's shoes > men's athletic shoes,rest
26,,,books & media > books > textbooks > engineering,books
,,,best buy > appliances > small kitchen appliances > pots & pans,rest
23,,,music on cd or vinyl > vinyl records,music
,,, online shopping  >  clothing & shoes  >  shoes  >  women's shoes  >  sandals ,rest
,,, home improvement  >  hardware  >  home hardware  >  window hardware ,rest
,,, clothing  >  men  >  men's bottoms  >  men's pants ,rest
,,,target > clothing > women's clothing > intimates > lingerie,rest
2627,,,music,music
24,,,books > literature & fiction > genre fiction > metaphysical & visionary > kindle store > kindle ebooks > literature & fiction > genre fiction > metaphysical,books
22,,,"target > movies, music & books > music > see more genres",music
,,,target > clothing > women's clothing > swimsuits > bottoms > skirt,rest
,,,best buy > office > scanners faxes & copiers > business card scanners,rest
,,,sports & outdoors > outdoor sports > boats & water sports > swim & aquafitness,rest
22,,,"target > movies, music & books > music > classical",music
23,,,music on cd or vinyl > rock music on cd or vinyl > rock n' roll oldies music on cd or vinyl,music
,,,11320,rest
,,, online shopping  >  clothing & shoes  >  shoes  >  women's shoes  >  loafers ,rest
,,,best buy > computers & tablets > computer accessories & peripherals > hard drives & storage > internal hard drives,rest
22,http://www.target.com/p/all-about-drawing-horses-pets-all-about-drawing-paperback/-/A-13187377,"Number of Pages=80;Store Item Number (DPCI)=248-58-1699;Series Title=All About Drawing;Origin=Made in the USA or Imported;ISBN=9781600585807;Age Range=4-8 years;Language=english;TCIN=13187377;Genre=Juvenile Nonfiction;Sub-Genre=Art / Drawing, Animals / Horses;Book format=paperback","target > movies, music & books > books > kids' books",books
,,, jewelry  >  fashion jewelry  >  fashion rings ,rest
,,,electronics _Ñ_ computers & accessories _Ñ_ data storage _Ñ_ internal hard drives,rest
23,http://www.walmart.com/ip/29648172,"Contributed by=Adams, Dolph O.;Format=Paperback;ISBN-13=9781475714470;Publish Date=Oct 2013;ISBN-10=1475714475;Publisher=Springer Verlag",books > textbooks > medical > general,books
,,,target > clothing > women's clothing > pants > chinos & trousers,rest
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
,,,best buy > video games > wii > wii accessories > wii controllers,rest
,,,"best buy > appliances > ranges, cooktops & ovens > ranges > electric ranges",rest
,,,best buy > home > household essentials > luggage bags & travel > luggage accessories,rest
24,http://www.amazon.com/dp/B000VUF4WI?psc=1,"Format=Explicit Lyrics;Original Release Date=January 1, 1994;Duration=5;Genres=R&B;Copyright=_†‹ë© 1994 Universal Music Group Inc.;Average Customer Review=4.5 out of 5 stars 2 customer reviews;Label=Island Def Jam;Release Date=August 2, 1994;ASIN=B000VUF4WI;Amazon Best Sellers Rank=#90,667 Paid in Songs See Top 100 Paid in Songs #6830 in Digital Music > Songs > R&B",digital music > songs > r&b,music
,,, bedding & bath  >  sheets & pillowcases  >  sheets ,rest
24,https://www.amazon.com/dp/1519146183?psc=1,"ISBN-13=978-1519146182;Product Dimensions=6 x 0.5 x 9 inches;Language=English;Average Customer Review=4.9 out of 5 stars See all reviews 12 customer reviews;ISBN-10=1519146183;Shipping Weight=12.8 ounces View shipping rates and policies;Publisher=CreateSpace Independent Publishing Platform November 9, 2015;Amazon Best Sellers Rank=#1,211,087 in Books See Top 100 in Books #1089 in Books > Literature & Fiction > United States > Hispanic;Paperback=202 pages",books > literature & fiction > united states > hispanic,books
,,,industrial & scientific,rest
,,,best buy > computers & tablets > computer accessories & peripherals > laptop accessories > laptop bags & cases,rest
,,,best buy > computers & tablets > laptops > all laptops,rest
23,https://www.walmart.com/ip/Power-of-the-Pontchartrain/28873322,Record Label=UNIVERSAL;Release Date=06/26/2007;Brand=UMGD;Performer=Tab Benoit;1.=4,music on cd or vinyl > blues music on cd or vinyl > contemporary blues music on cd or vinyl > blues > blues > contemporary blues,music
,,,home goods > home decor store > window treatments > blinds & shades,rest
,,,home & kitchen > home dÕ©cor > area rugs runners & pads > area rugs,rest
,,,sports & outdoors > outdoor sports > boats & water sports > swim & aquafitness,rest
23,https://www.walmart.com/ip/Camp-Dread-Widescreen/35645879,"Movie Genre=dvd - HORROR;Duration=94;Release Date=01/31/2014;Brand=RLJ ENTERTAINMENT;Actors=Eric Roberts, Danielle Harris, Felissa Rose",movies & tv > movies > horror > slasher films,videos
,,,clothing & shoe store > shoes > men's shoes > men's boots,rest
,,,sports & outdoors store > outdoor equipment store > lights & lanterns > headlamps,rest
,,,home goods > home decor store > decorative accessories > statues & sculptures,rest
24,http://www.amazon.com/dp/007052629X?psc=1,"Series=Developmental English;ISBN-13=978-0070526297;Product Dimensions=7 x 0.4 x 8 inches;Language=English;Average Customer Review=5.0 out of 5 stars See all reviews 1 customer review;ISBN-10=007052629X;Shipping Weight=6.4 ounces;Publisher=McGraw-Hill Education; 1 edition August 1, 1997;Amazon Best Sellers Rank=#3,290,249 in Books See Top 100 in Books #1059 in Books > Politics & Social Sciences > Philosophy > Movements > Existentialism #2099 in Books > Reference > Words, Language & Grammar > Vocabulary, Slang & Word Lists > Vocabulary #22028 in Books > Textbooks > Humanities > Philosophy;Paperback=96 pages",books > politics & social sciences > philosophy > movements > existentialism,books
,,,sports & outdoors > fan shop > home & kitchen > artwork > photos,rest
22,http://www.target.com/p/lone-sloane-delirius-hardcover-jacques-lob-philippe-druillet/-/A-50240130,"Number of Pages=49;Store Item Number (DPCI)=248-04-2981;Series Title=Lone Sloane;Origin=Made in the USA or Imported;ISBN=9781782761068;Street Date=December 22, 2015;Language=english;Author=Jacques Lob & Philippe Druillet;TCIN=50240130;Genre=Comics + Graphic Novels;Sub-Genre=Graphic Novels / Fantasy, Graphic Novels / Science Fiction;Book format=hardcover","target > movies, music & books > books > fiction & literature > comics & graphic novels",books
23,http://www.walmart.com/ip/21974311,Format=Hardcover;Number of Pages=316;ISBN-13=9781107028845;Publish Date=Apr 2013;ISBN-10=1107028841;Publisher=Cambridge Univ Pr,books > textbooks > law,books
,,,home > kitchen & dining > kitchen storage & organization > trash cans & recycle bins,rest
22,http://www.target.com/p/the-magic-school-bus-takes-a-dive-with-book/-/A-15640051,"Movie Genre=Kids and Family;Store Item Number (DPCI)=058-10-4707;Origin=Made in the USA or Imported;UPC=025192240140;Movie Studio=New Video Group;Street Date=July 22, 2014;Software Format=DVD;TCIN=15640051","target > movies, music & books > movies > kids' & family",videos
,,,best buy > office > office electronics > shredders,rest
23,http://www.walmart.com/ip/23078092,"Contributed by=Vance, Simon;Format=CD/Spoken Word;ISBN-13=9781441759924;Publish Date=Apr 2013;ISBN-10=1441759921;Publisher=Blackstone Audio Inc",books > biography & memoirs > general,books
,,, luggage & bags  >  bags  >  duffel bags ,rest
,,,clothing & shoe store > shoes > men's shoes > athletic,rest
,,,food & gifts > wedding planning > wedding essentials > other wedding essentials,rest
,,, home  >  bath  >  curtain hooks & rods ,rest
,,,best buy > appliances > heating cooling & air quality > fans > floor & box fans,rest
,,, jewelry & watches  >  jewelry  >  rings  >  cubic zirconia rings ,rest
2627,https://www.barnesandnoble.com/w/new-american-language-dan-bern/5773101?ean=0711297463521,Label:=Imports;catalogNumber:=849147;UPC:=0711297463521;Release Date:=03/24/2009,music,music
26,https://www.overstock.com/Books-Movies-Music-Games/Jamarions-Reading-Log-My-First-200-Books-Record-book/10741826/product.html,"Format=Record book;Series Name=Grow a Thousand Stories Tall;Publisher Date=2015-11-02 00:00:00.0;Pages=42;Subtitle=My First 200 Books;Audience=Children/juvenile;Language=English;Authors=Zschock, Martha Day;Publisher=Commonwealth Editions;Country of Origin=United States;Genre=NON-CLASSIFIABLE-Journal",books & media > books > journals > general,books
6075,https://www.abebooks.com/servlet/BookDetailsPL?bi=22462446169&searchurl=isbn%3D0152305505%26sortby%3D17,Title=Feathers for Lunch;Edition=1st.;Publication Date=1990;Book Condition=Fair;Publisher=Harcourt Children's Books,lois ehlert,books
22,http://www.target.com/p/frusen-tid-forsta-kapitlet-cd/-/A-50165334,"Store Item Number (DPCI)=244-11-0652;Record label=Alliance import;UPC=7320470200285;Street Date=October 2, 2015;Software Format=CD;Pop Music Genre=Rock;Artist=Frusen tid;TCIN=50165334","target > movies, music & books > music > rock",music
,,,target > clothing > girls' clothing > girls' sizing > girls,rest
,,,best buy > appliances > small kitchen appliances > coffee tea & espresso > coffee makers > multi-cup coffee makers,rest
23,http://www.walmart.com/ip/20885282,"Contributed by=Davies, David Stuart;Format=Hardcover;Number of Pages=407;ISBN-13=9781907360275;Publish Date=Apr 2014;ISBN-10=1907360271;Publisher=Collectors Library",books > literature & fiction > horror,books
,,,best buy > computers & tablets > computer cards & components > memory ram  > desktop memory,rest
,,,11320,rest
,,,best buy > computers & tablets > desktop & all-in-one computers > all desktops > all-in-one computers > touch-screen all-in-one computers,rest
,,,clothing & shoe store > women's clothing store > tops > long sleeve shirts,rest
22,http://www.target.com/p/teenage-mutant-ninja-turtles-2-discs-blu-ray-dvd/-/A-16333149,Store Item Number (DPCI)=058-37-1012;Origin=Made in the USA;UPC=032429213075;MPAA Rating=PG-13 Sci-Fi Violence;TCIN=16333149,"target > movies, music & books > movies > action & adventure",videos
22,https://www.target.com/p/thankskilling-dvd-video/-/A-13872082,"Movie Genre=Horror;Store Item Number (DPCI)=246-07-4321;UPC=760137527497;Movie Studio=Video music, inc.;Street Date=November 8, 2011;Language=english;MPAA Rating=NR;Movie MPAA Rating=nr;Software Format=DVD;Movie Category=Feature;TCIN=13872082","target > movies, music & books > movies > horror",videos
,,, jewelry  >  wedding & engagement  >  engagement rings ,rest
2627,https://www.barnesandnoble.com/w/rites-of-passage-joanne-greenberg/1000683312?ean=9780030036774,"Edition description:=1st Owl book ed;Publication date:=05/28/1985;Publisher:=Holt, Henry & Company, Inc.;Pages:=208;ISBN-13:=9780030036774",books,books
26,https://www.overstock.com/Books-Movies-Music-Games/I-Bury-The-Living/14087548/product.html,"""Rating=Not Rated;Dimensions=6"""" x 1"""" x 8"""" WxHxD;Weight=0.25 lbs;Studio=Shout Factory;Country of Origin=United States;Genre=Horror""",books & media > movies > horror/suspense,videos
,,,toys & games > games > board games,rest
23,https://www.walmart.com/ip/Tom-T-Hall-Sings-Miss-Dixie-Tom-T-Hall/33521659,Performer=Tom T. Hall;Record Label=CD;1.=Track Listing Not Available At This Time;Release Date=06/28/2007,music on cd or vinyl > country music on cd or vinyl > contemporary country music on cd or vinyl,music
,,,collectibles & fine art > sports > trading cards > single cards > insert singles,rest
,,,best buy > cell phones > cell phone accessories > cell phone cases & clips,rest
,,,baby > bath & skin care > bathing > bath toys,rest
26,https://www.overstock.com/Books-Movies-Music-Games/Santa-Muerte-Tarot-Cards/14232175/product.html,"Format=Cards;Publisher Date=2017-10-08 00:00:00.0;Audience=General/trade;Language=English;Edition Detail=Limited;Height=7.25 in;Wdth=4.0 in;Authors=Listrani, Fabio;Publisher=Llewellyn Worldwide Ltd;Country of Origin=United States;Genre=BODY, MIND & SPIRIT / Divination / Tarot",books & media > books > new age books > general new age,books
,,,target > clothing > women's clothing > intimates > bras,rest
,,, electronics  >  cell phones & accessories  >  cell phone accessories  >  cases & holders ,rest
,,,clothing > intimates & sleepwear > socks & hosiery,rest
23,http://www.walmart.com/ip/The-Soloist-Blu-ray-Widescreen/11959869,"Screen Format=Widescreen;Rating=PG-13;Format=Blu-ray;Starring=Jamie Foxx, Robert Downey Jr., Catherine Keener, Tom Hollander, Lisagay Hamilton;Audio Tracks=AC, Dolby TrueHD, Dolby Digital 5.1;Language=English;Blu-ray Release Date=05/10/2011;Studio Name=Paramount Home Entertainment;Run Time (in minutes)=116 minutes",movies & tv > blu-ray > drama,videos
22,http://www.target.com/p/the-doors-live-at-the-bowl-68-blu-ray/-/A-14275625,"Movie Genre=Music;Store Item Number (DPCI)=246-08-2920;Origin=Made in the USA or Imported;UPC=801213343195;Movie Studio=Eagle Rock;Street Date=October 22, 2012;Software Format=Blu-ray;TCIN=14275625","target > movies, music & books > movies > music",videos
26,https://www.overstock.com/de/Books-Movies-Music-Games/Vietnam-in-HD-Blu-ray-Disc/6132523/product.html,"Voices=Kevin Connolly, James Marsden, Jerry Ferrara, Dean Cain, Dylan McDermott, Edward Burns, Blair Underwood, Jennifer Love Hewitt, Adrian Grenier, Tempestt Bledsoe, Armie Hammer, Zachary Levi, Glenn Howerton;Rating=Not Rated;Format=Blu-ray Disc;Dimensions=6.0x4.0x0.5;Weight=0.18 lbs;Studio=A & E Home Video;Country of Origin=United States;Genre=Television: History Channel/History & Culture: World/War/Military;Directors=Sammy Jackson",books & media > movies > documentary,videos
23,https://www.walmart.com/ip/Dino-Dan-Cowboys-Vs-Dinosaurs/44822339,"Features=CHILDREN/FAMILYRun Time:Release Date: 2015/07/14;Movie Genre=dvd - CHILDREN'S VIDEO;Duration=90;Assembled Product Weight=0.17 Pounds;Original Languages=English;Condition=New;Edition=First;Model=NCED100294D;Record Label=Ncircle Entertainment;Release Date=07/14/2015;Manufacturer Part Number=NCED100294D;Brand=Ncircle Entertainment;Color=Y;Actors=Jason Spevack, Liam Ward",movies & tv > movies > children & family > adventure,videos
6075,https://www.abebooks.com/servlet/BookDetailsPL?bi=17989065245&searchurl=isbn%3D0436200961%26sortby%3D17,Book Condition=Like New;Binding=Hardcover;Title=The Parable of the Blind;Publisher=Martin Secker,gert hofmann,books
,,,home goods > furniture store > bedroom furniture > mattresses,rest
,,,best buy > cell phones > cell phone accessories > cell phone cases & clips,rest
,,, jewelry & watches  >  jewelry  >  rings  >  diamond rings ,rest
,,,health & beauty store > beauty products > skin care > facial cleanser,rest
23,http://www.walmart.com/ip/16613214,Format=Hardcover;Number of Pages=234;Walmart No.=9781421401553;ISBN-13=9781421401553;Publish Date=Aug 2011;ISBN-10=142140155X;Publisher=Johns Hopkins Univ Pr,books > history > united states,books
,,,best buy > office > office & school supplies > pens pencils & markers,rest
22,http://www.target.com/p/panic-room-superbit/-/A-11297776,Movie Genre=Suspense & Thriller;Store Item Number (DPCI)=058-12-1945;Origin=Made in the USA or Imported;UPC=043396171183;Movie Studio=Sony Pictures;Software Format=DVD;TCIN=11297776,"target > movies, music & books > movies > action & adventure",videos
,,,best buy > audio > home audio > speakers > in-wall & in-ceiling speakers > in-ceiling speakers,rest
2627,http://www.barnesandnoble.com/w/tantra-lounge-vol-4/11151850?ean=0030206062625,Label:=Water Music Records;catalogNumber:=060626;UPC:=0030206062625;Release Date:=05/23/2006,music,music
,,, home  >  decor  >  rugs  >  area rugs ,rest
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
,,, home improvement  >  safety equipment & gear ,rest
,,, home  >  decor  >  curtains & window coverings  >  window blinds ,rest
22,http://www.target.com/p/salsa-the-essential-30-collection/-/A-11381764,"Store Item Number (DPCI)=244-01-7630;Pop Musical Style=Salsa, Tropical;Origin=Made in the USA or Imported;Record label=MIRANA;UPC=097037850128;Software Format=CD;Pop Music Genre=World, Latin;Pop Sub-Genre=Tropical, Latin America;Artist=Various Artists;TCIN=11381764","target > movies, music & books > music > latin",music
,,, home  >  decor  >  curtains & window coverings  >  window blinds ,rest
,,, home & garden  >  kitchen & dining  >  glasses & barware  >  bar & wine tools ,rest
,,,best buy > appliances > small kitchen appliances > kitchen gadgets > pepper mills & spice grinders,rest
,,,tools & home improvement > hardware > padlocks & hasps > combination padlocks,rest
22,http://www.target.com/p/the-night-of-the-shooting-stars-widescreen/-/A-11589963,"Movie Genre=Drama;Store Item Number (DPCI)=246-04-0116;Origin=Made in the USA or Imported;UPC=741952315094;Movie Picture Format=widescreen;Language=italian;MPAA Rating=R Violence,  Not For Children,  Adult Situations;Movie MPAA Rating=r;Software Format=dvd_video;Movie Category=Feature;TCIN=11589963;Subtitle Language=english, spanish","target > movies, music & books > movies > drama",videos
,,,"best buy > appliances > small kitchen appliances > slow cookers, crock pots & roaster ovens",rest
23,http://www.walmart.com/ip/37178328,Format=Paperback;Number of Pages=217;ISBN-13=9780373755332;Publish Date=Aug 2014;ISBN-10=0373755333;Publisher=Harlequin Books,books > romance > contemporary,books
26,https://www.overstock.com/Books-Movies-Music-Games/Pocket-Oxford-duden-German-Dictionary/1861884/product.html,"Format=Paperback;Copyright Year=2006;Dimensions=9.0x6.45x0.75;Publisher Date=2006-06-15 00:00:00.0;Pages=954;Subtitle=German-English, English-German;Audience=General/trade;Thickness=1.5 in;Language=German;Edition Number=3;Height=7.5 in;Unit weight=1.92 lb;Wdth=5.0 in;Publisher=Oxford Univ Pr;Country of Origin=United States;Genre=REFERENCE / Dictionaries",books & media > books > foreign language books > german,books
,,, home  >  decor  >  curtains & window treatments  >  blinds & shades ,rest
,,,best buy > computers & tablets > computer accessories & peripherals > hard drives & storage > solid state drives,rest
23,http://www.walmart.com/ip/Adding-And-Subtracting-Decimals/14542791,Duration=30;Original Languages=English;Record Label=Victory Multimedia;Release Date=01/05/2010;Digital Video Formats=DVD;Color=Other;Actors=Murray Siegel,movies & tv > tv shows > special interest > educational,videos
,,,target > home > bath > bath rugs & toilet covers,rest
2627,http://www.barnesandnoble.com/w/baby-polar-bears-bobbie-kalman/1020535109?ean=9780778748946,Publication date:=07/15/2010;Publisher:=Crabtree Publishing Company;Pages:=24;Lexile:=NC720L (what's this?);ISBN-13:=9780778748946;Series:=Fun to Learn about Baby Animals Series;Age Range:=5 - 8 Years;Product dimensions:=8.82(w) x 9.60(h) x 0.32(d) Lexile: NC720L (what's this?) Age Range: 5 - 8 Years,books,books
,,,home improvement > paint > paint prep and application > all prep and application,rest
,,, online shopping  >  jewelry & watches  >  watches  >  women's watches  >  jacques lemans women's watches ,rest
24,http://www.amazon.com/dp/B0000266RL?psc=1,"Number of Discs=1;Average Customer Review=5.0 out of 5 stars See all reviews 1 customer review;Label=Atlantic;ASIN=B0000266RL;Amazon Best Sellers Rank=#465,580 in Music See Top 100 in Music #469 in Music > Folk > British & Celtic Folk > Celtic Folk #1492 in Music > Folk > British & Celtic Folk > Irish Folk #54473 in Music > World Music",cds & vinyl > folk > british & celtic folk > celtic folk > cds & vinyl > folk > british & celtic folk > irish folk > cds & vinyl > world music,music
22,http://www.target.com/p/kompass-f-252-r-k-252-nstler-ein-pers-246-nlicher-wegbegleiter-f-252-r-kreative-paperback-alina/-/A-51651542,"Store Item Number (DPCI)=248-27-4066;Origin=Made in the USA or Imported;ISBN=9783662504000;Street Date=December 17, 2016;Language=german;Author=Alina Gause;TCIN=51651542;Genre=Psychology;Book format=paperback","target > movies, music & books > books > see more genres > psychology",books
,,,target > home > dining & entertaining > flatware > flatware sets,rest
,,,electronics > computers > printers & supplies > ink & toner,rest
23,https://www.walmart.com/ip/Airborne/44997642,"Movie Genre=dvd - ACTION / ADVENTURE;Release Date=05/28/2013;Brand=GOTHAM DISTRIBUTION CORP;Actors=Bobby Diamond, Mikel Angel, Robert Christian",movies & tv > action & adventure test,videos
24,https://www.amazon.com/dp/B00M0QZFC0?psc=1,"Format=Multiple Formats, Color, NTSC;Run Time=35 minutes;Number of discs=1;Region=All Regions;DVD Release Date=July 29, 2014;Language=English;Average Customer Review=4.5 out of 5 stars See all reviews 148 customer reviews;Studio=Vision Video;ASIN=B00M0QZFC0;Amazon Best Sellers Rank=#67,770 in Movies & TV See Top 100 in Movies & TV #1187 in Movies & TV > DVD > Faith & Spirituality #3304 in Movies & TV > DVD > Documentary;Actors=--;Directors=--;Rated=NR Not Rated",movies & tv > christian movies & tv > movies & tv > genre for featured categories > documentary > movies & tv > genre for featured categories > faith & spirituality > movies & tv > independently distributed > documentary > movies & tv > independently distributed > documentary > movies & tv > movies,videos
24,http://www.amazon.com/dp/6305908753?psc=1,"Writers=Grigori Aleksandrov, Ilya Kravchunovsky, Sergei M. Eisenstein, Valeryan Pletnyov;Format=NTSC;Run Time=94 minutes;Number of discs=1;Subtitles=English;Producers=Boris Mikhin;Region=All Regions;edition=DVD;DVD Release Date=March 2, 2012;Language=Russian;Average Customer Review=3.9 out of 5 stars See all reviews 22 customer reviews;Studio=Image Entertainment;ASIN=6305908753;Amazon Best Sellers Rank=#234,553 in Movies & TV See Top 100 in Movies & TV #9535 in Movies & TV > DVD > Foreign Films #21535 in Movies & TV > DVD > Kids & Family #44372 in Movies & TV > DVD > Drama;Actors=Maksim Shtraukh, Grigori Alexandrov, Mikhail Gomorov, Aleksandr P. Antonov;Directors=Sergei Eisenstein;Rated=NR Not Rated",movies & tv > classics > silent films > movies & tv > genre for featured categories > drama > movies & tv > genre for featured categories > foreign films > movies & tv > genre for featured categories > kids & family > movies & tv > indie & art house > movies & tv > movies,videos
,,, health  >  home health care  >  mobility equipment accessories ,rest
,,,best buy > cell phones > cell phone accessories > cell phone cases & clips,rest
,,, target  >  clothing  >  women's clothing  >  activewear  >  bottoms ,rest
,,,target > shoes > women's shoes > sandals > flip flops,rest
22,http://www.target.com/p/battle-ground/-/A-14875740,"Movie Genre=Military & War;Store Item Number (DPCI)=246-10-1324;Origin=Made in the USA or Imported;UPC=031398178804;Movie Studio=Lionsgate;Movie Picture Format=widescreen;Language=english;MPAA Rating=R;Movie MPAA Rating=r;Software Format=dvd_video;Movie Category=Feature;TCIN=14875740;Subtitle Language=spanish, english","target > movies, music & books > movies > drama",videos
,,,"target > party supplies > gift wrap, bags & accessories",rest
23,https://www.walmart.com/ip/James-Alan-Shelton-Clinch-Mountain-Guitar-CD/35108202,Assembled Product Weight=0.19 Pounds;Record Label=FREELAND RECORDING;Release Date=11/17/1998;Performer=James Shelton;1.=Track Listing Not Available At This Time,music on cd or vinyl > rock music on cd or vinyl > alternative rock music on cd or vinyl,music
,,,electronics > computers & accessories > data storage > internal hard drives,rest
