,storeId,url,additionalAttributes,breadcrumbs,id,predicted_lables
1086,,,,home & kitchen > kitchen & dining > dining & entertaining > dinnerware sets,8589935678,rest
1091,,,,home goods > home decor store > area rugs store > 3x5 - 4x6 rugs,8589935683,rest
1093,,,,sports & outdoors > fan shop > sports collectibles,8589935685,rest
1095,24,https://www.amazon.com/dp/B003TEGCRO?psc=1,"Number of discs=1;Subtitles=Danish, Finnish, Norwegian, Swedish;Aspect Ratio=1.78;Audio Description=English;Language=English;Average Customer Review=4.4 out of 5 stars See all reviews 589 customer reviews;ASIN=B003TEGCRO;Amazon Best Sellers Rank=#512,430 in Movies & TV See Top 100 in Movies & TV #389639 in Movies & TV > DVD",movies & tv > audio description > movies & tv > movies,8589935687,videos
1096,,,,online shopping >  clothing & shoes >  shoes >  women's shoes >  heels,8589935688,rest
1097,22,http://www.target.com/p/marketing-leadership-in-government-communicating-responsiveness-leadership-and-credibility/-/A-51370585,"Number of Pages=148;Store Item Number (DPCI)=248-19-7457;Series Title=Palgrave Studies in Political Marketing and Management;Origin=Made in the USA or Imported;ISBN=9781349949182;Street Date=August 18, 2016;Language=english;Author=Edward Elder;TCIN=51370585;Genre=Political Science;Book format=hardcover","target > movies, music & books > books > see more genres > politics & current events",8589935689,books
1098,26,https://www.overstock.com/Books-Movies-Music-Games/Pages-for-iPad-Paperback/5166614/product.html,"Format=Paperback;Copyright Year=2011;Series Name=Visual QuickStart Guide;Publisher Date=2010-09-16 00:00:00.0;Pages=133;ISBN=9780321751386;Subtitle=Visual QuickStart Guide;Audience=General/trade;Thickness=0.25 in;Language=English;Edition Number=1;Height=9.0 in;Unit weight=0.6 lb;Wdth=7.0 in;Authors=Hester, Nolan;Publisher=Peachpit Pr;Country of Origin=United States;Genre=COMPUTERS / Hardware / Handheld Devices",books & media > books > computer books > general computer,8589935690,books
1101,23,http://www.walmart.com/ip/27625455,"Contributed by=Seidler, Miriam;Format=Hardcover;Number of Pages=301;ISBN-13=9783110318654;Publish Date=Oct 2015;ISBN-10=3110318652;Publisher=De Gruyter",books > literature & fiction > literary,8589935693,books
1103,,,,best buy > computers & tablets > desktop & all-in-one computers > all desktops,8589935695,rest
1104,,,, online shopping  >  sports & toys  >  fishing  >  fishing rods & reels  >  fishing rods ,8589935696,rest
1106,,,,target > accessories > men's accessories > men's jewelry > bracelets,8589935698,rest
1107,,,, patio & garden patio furniture outdoor seating ,8589935699,rest
1109,23,https://www.walmart.com/ip/Zathura-Blu-ray-Standard-DVD-Widescreen/16539778#Bd%2Bdvd#Widescreen,"format=bd+dvd;Movie Genre=Blu-Ray - ACTION / ADVENTURE;Duration=101;screen_format=widescreen;Release Date=06/28/2011;Brand=Sony;Actors=Josh Hutcherson, Tim Robbins, Dax Shepard, Kristen Stewart, Frank Oz, Jonah Bobo",movies & tv > action & adventure test,8589935701,videos
1110,,,,target > home > kids' home > kids' bedding > kids' bedding sets,8589935702,rest
1112,,,,target > clearance > clothing & accessories > girls' clothing,8589935704,rest
1113,,,,target > clearance > shoes > women's,8589935705,rest
1115,,,,home & kitchen > kitchen & dining > dining & entertaining > glassware & drinkware > beer mugs & steins,8589935707,rest
1116,,,,home & kitchen > artwork > paintings,8589935708,rest
1120,23,http://www.walmart.com/ip/Seeing-Red/10981855,format=Hardcover;walmart no.=9780803499492;publish date=Apr 2009;publisher=Amazon Pub;isbn13:=9780803499492;isbn10:=0803499493;number of pages=262,books > women sleuths,8589935712,books
1121,,,,sports & outdoors > outdoor recreation > camping & hiking > camp kitchen > stoves & grills > camping grills,8589935713,rest
1122,,,,home > kitchen & dining > kitchen storage & organization > counter organizers,8589935714,rest
1123,,,, home  >  bedding  >  sheets ,8589935715,rest
1125,,,,automotive > motorcycle & powersports > parts > controls > hand controls > levers > clutch,8589935717,rest
1126,,,,best buy > computers & tablets > computer accessories & peripherals > usb flash drives,8589935718,rest
1127,,,,industrial & scientific > professional dental supplies > instruments & organization > burs,8589935719,rest
1129,,,, online shopping  >  clothing & shoes  >  shoes  >  men's shoes  >  boots ,8589935721,rest
1130,,,, crafts & sewing  >  art supplies  >  adhesives ,8589935722,rest
1131,,,,office products > office furniture & lighting > cabinets racks & shelves > file cabinets,8589935723,rest
1135,,,,clothing shoes & jewelry > men > clothing > jackets & coats > trench & rain,8589935727,rest
1138,24,http://www.amazon.com/dp/B00005JLIU?psc=1,"Format=Anamorphic, Color, Dolby, Dubbed, NTSC, Subtitled, Widescreen;Run Time=152 minutes;Number of discs=1;Subtitles=French;Region=Region 1 U.S. and Canada only. Read more about DVD formats.;Dubbed=Spanish;Aspect Ratio=1.85;DVD Release Date=June 3, 2003;Language=English Dolby Digital 2.0 Surround , Spanish Dolby Digital 2.0 Surround;Average Customer Review=4.6 out of 5 stars See all reviews 431 customer reviews;Studio=Universal Studios Home Entertainment;ASIN=B00005JLIU;Amazon Best Sellers Rank=#1,658 in Movies & TV See Top 100 in Movies & TV #46 in Movies & TV > DVD > Musicals #197 in Movies & TV > DVD > Comedy #339 in Movies & TV > DVD > Kids & Family;Actors=Julie Andrews, Mary Tyler Moore, Carol Channing;Directors=George Roy Hill;Rated=G General Audience",movies & tv > genre for featured categories > comedy > movies & tv > genre for featured categories > kids & family > movies & tv > genre for featured categories > musicals > movies & tv > musicals & performing arts > musicals > movies & tv > studio specials > universal studios home entertainment > all universal studios titles > movies & tv > studio specials > universal studios home entertainment > classics > movies & tv > studio specials > universal studios home entertainment > comedy,8589935730,videos
1139,,,, online shopping  >  clothing & shoes  >  women's clothing  >  loungewear  >  tops ,8589935731,rest
1143,,,,target > clothing > men's clothing > shirts > long sleeve tees,8589935735,rest
1144,26,https://www.overstock.com/Books-Movies-Music-Games/Trapped-in-the-Middle-Hardcover/8225285/product.html,"Format=Hardcover;Copyright Year=2013;Publisher Date=2013-07-22 00:00:00.0;Pages=156;Audience=General/trade;Thickness=0.5 in;Language=English;Height=9.0 in;Unit weight=0.8 lb;Wdth=6.0 in;Authors=Rose, Adrianna;Publisher=Authorhouse;Country of Origin=United States;Genre=FAMILY & RELATIONSHIPS / Divorce & Separation",books & media > books > relationships & family books > divorce,8589935736,books
1147,,,,patio & garden > patio furniture > outdoor conversation sets,8589935739,rest
1149,,,,best buy > home > household essentials > flashlights & portable lights,8589935741,rest
1150,,,,toys & games > arts & crafts > stickers,8589935742,rest
1151,,,,clothing shoes & jewelry > women > shoes > boots > ankle & bootie,8589935743,rest
1153,,,,target > accessories > women's accessories > jewelry > necklaces & pendants,8589935745,rest
1154,,,,best buy > connected home & housewares > connected home > smart door locks,8589935746,rest
1157,,,,home > decor > lighting & light fixtures > ceiling fixtures,8589935749,rest
1158,22,http://www.target.com/p/the-history-of-warfare-viking-wars-the-norse-terror/-/A-11372297,Movie Genre=History;Store Item Number (DPCI)=246-02-4427;Origin=Made in the USA or Imported;UPC=723721303068;Language=english;Software Format=dvd_video;Movie Category=Documentary;TCIN=11372297,"target > movies, music & books > movies > history & documentary",8589935750,videos
1159,,,,home improvement > lighting & light fixtures > wall fixtures,8589935751,rest
1160,26,https://www.overstock.com/Books-Movies-Music-Games/Persuasive-Technology/2920380/product.html,"Format=Paperback;Series Volume Number=4744;Copyright Year=2007;Series Name=Lecture Notes in Computer Science;Dimensions=9.0x6.0x1.0;Publisher Date=2008-01-16 00:00:00.0;Pages=316;ISBN=9783540770053;Subtitle=Second International Conference on Persuasive Technology, Persuasive 2007, Palo Alto, CA, USA, April 26-27, 2007 Revised Selected Papers;Audience=College/higher education;Thickness=0.75 in;Language=English;Height=9.0 in;Unit weight=1.1 lb;Wdth=6.25 in;Publisher=Springer-Verlag New York Inc;Country of Origin=United States;Genre=COMPUTERS / User Interfaces",books & media > books > computer books > networking,8589935752,books
1162,,,,sports & toys > fishing > fishing rods & reels > fishing reels,8589935754,rest
1164,,,,best buy > appliances > small kitchen appliances > coffee tea & espresso > tea kettles > electric tea kettles,8589935756,rest
1165,,,, online shopping  >  clothing & shoes  >  shoes  >  women's shoes  >  boots ,8589935757,rest
1166,,,,target > patio & garden > patio accessories > outdoor rugs > outdoor patio rugs,8589935758,rest
1167,,,,electronics > accessories & supplies > batteries chargers & accessories > pdus,8589935759,rest
1168,,,,clothing shoes & jewelry > men > accessories > hats & caps,8589935760,rest
1170,,,,clothing shoes & jewelry > costumes & accessories > men > accessories > headwear,8589935762,rest
1172,,,, bedding & bath  >  blankets & throws  >  throws ,8589935764,rest
1173,,,, home  >  furniture  >  bedroom furniture  >  dressers ,8589935765,rest
1174,,,,target > beauty > bath & body > body wash & shower gel,8589935766,rest
1175,,,,best buy > audio > headphones > over-ear & on-ear headphones > over-ear headphones,8589935767,rest
1176,,,, online shopping  >  electronics  >  cell phones & accessories  >  cell phone accessories  >  cases & holders ,8589935768,rest
1177,,,,tools & home improvement > power & hand tools > power tools > sanders > disc sanders,8589935769,rest
1179,,,,electronics store > computer hardware & software > keyboards & mice > keyboard & mice accessories,8589935771,rest
1184,,,,clothing shoes & jewelry > women > accessories > sunglasses & eyewear accessories > sunglasses,8589935776,rest
1186,,,,target > clothing > women's clothing > intimates > nursing bras & camis,8589935778,rest
1187,,,,electronics > computers > printers & supplies > printer accessories,8589935779,rest
1188,,,,party & occasions > crafts > scrapbooking & paper crafts,8589935780,rest
1189,,,,target > patio & garden > lawn & garden > planters & raised beds,8589935781,rest
1190,24,http://www.amazon.com/dp/B00I6JOD2S?psc=1,"Writers=Phil Lord, Christopher Miller;Format=NTSC;Run Time=100 minutes;Number of discs=2;Subtitles=Spanish, French;Producers=Dan Lin, Roy Lee;Region=Region 1 U.S. and Canada only. Read more about DVD formats.;edition=DVD;DVD Release Date=June 17, 2014;Language=English Dolby Digital 5.1, Spanish Dolby Digital 5.1;Average Customer Review=4.5 out of 5 stars 5,713 customer reviews;Studio=WarnerBrothers;ASIN=B00I6JOD2S;Amazon Best Sellers Rank=#660 in Movies & TV See Top 100 in Movies & TV #114 in Movies & TV > DVD > Kids & Family;Actors=Chris Pratt, Will Arnett, Will Ferrell, Elizabeth Banks, Morgan Freeman;Directors=Phil Lord, Christopher Miller;Rated=PG Parental Guidance Suggested",movies & tv > dvd > kids & family,8589935782,videos
1193,,,,industrial & scientific > professional dental supplies > consumables > towels,8589935785,rest
1198,26,https://www.overstock.com/Books-Movies-Music-Games/The-Water-Puppets/183723/product.html,"Format=Paperback;Copyright Year=2001;Series Name=Survivors;Publisher Date=2002-09-01 00:00:00.0;Pages=96;Subtitle=A Story from the War in Vietnam;Audience=Children/juvenile;Thickness=0.5 in;Language=English;Genre Detail=Juvenile Grades 3-4 Ages 8-9;Height=8.5 in;Wdth=5.25 in;Authors=Gifford, Clive;Publisher=Barrons Juveniles;Genre=JUVENILE FICTION / Historical / Other",books & media > books > children's books > young adult,8589935790,books
1199,,,,beauty > makeup > nails,8589935791,rest
1201,,,,clothing > men > men's tops & t-shirts > men's graphic tees,8589935793,rest
1202,,,,clothing shoes & jewelry > women > shoes > boots > mid-calf,8589935794,rest
1203,,,, online shopping  >  clothing & shoes  >  shoes  >  men's shoes  >  athletic ,8589935795,rest
1204,,,,automotive > performance parts & accessories > exhaust system > complete kits,8589935796,rest
1205,26,https://www.overstock.com/Books-Movies-Music-Games/Good-Day-for-a-Hanging-DVD/1149922/product.html,"Rating=Not Rated;Format=DVD;Dimensions=7.5x5.3x0.6;Weight=0.2 lbs;Studio=Sony Pictures;Stars=James Drury, Fred MacMurray, Joan Blackman, Wendell Holmes, Edmon Ryan, Robert Vaughn, Denver Pyle, Maggie Hayes;Genre=Westerns;Directors=Nathan Juran",books & media > movies > westerns,8589935797,videos
1206,,,,best buy > office > office & school supplies > printer ink & toner > remanufactured toner,8589935798,rest
1207,,,,home improvement > tools > power tools > portable power tools > drills & drivers,8589935799,rest
1208,,,, online shopping  >  office supplies  >  general office supplies  >  document frames  >  certificate frames ,8589935800,rest
1212,,,,toys & games > games > trading card games > decks & sets,8589935804,rest
1213,,,,best buy > cell phones > cell phone accessories > adapters cables & chargers > wall chargers & power adapters,8589935805,rest
1214,23,https://www.walmart.com/ip/Underground-Playground/34594386,Performer=Secret Agent 23 Skidoo;1.=Track Listing Not Available At This Time;Release Date=08/28/2012,music on cd or vinyl > children's music on cd or vinyl > children's music,8589935806,music
1215,,,,home > decor > art & wall decor > posters,8589935807,rest
1216,24,http://www.amazon.com/dp/B0019O4A7A?psc=1,"Original Release Date=January 1, 1995;Duration=3;Genres=ClassicalOpera & Vocal;Average Customer Review=Be the first to review this item;Label=Telarc;Release Date=January 1, 1995;ASIN=B0019O4A7A;Amazon Best Sellers Rank=#1,632,108 Paid in Songs See Top 100 Paid in Songs #3198 in Digital Music > Songs > Classical > Historical Periods > Modern, 20th, & 21st Century #5841 in Digital Music > Songs > Opera & Vocal > Operas",digital music > songs > classical > historical periods > modern 20th & 21st century,8589935808,music
1218,24,http://www.amazon.com/dp/0671676377?ie=UTF8&keywords=linda%20lael%20miller&qid=1497037195&ref_=sr_1_48&sr=8-48?psc=1,"author=Visit Amazon's Linda Lael Miller Pagesearch resultsLearn about Author CentralLinda Lael Miller;edition=Mass Market Paperback;ISBN-13=978-0671676377;Product Dimensions=4.2 x 1 x 6.8 inches;Language=English;Average Customer Review=4.3 out of 5 stars 54 customer reviews;ISBN-10=0671676377;Shipping Weight=12.8 ounces View shipping rates and policies;Publisher=Pocket Books; Reissue edition June 1, 1991;Amazon Best Sellers Rank=#449,692 in Books See Top 100 in Books #5316 in Books > Romance > Western #16117 in Books > Romance > Historical;Mass Market Paperback=384 pages",books > romance > western,8589935810,books
1219,,,,clothing shoes & jewelry > women > jewelry > fine > earrings > hoop,8589935811,rest
1220,,,,best buy > computers & tablets > laptops > all laptops > gaming laptops,8589935812,rest
1221,,,, online shopping  >  home & garden  >  garden & patio  >  patio furniture  >  outdoor cushions & pillows ,8589935813,rest
1222,,,,target > home > home dÌ©cor > rugs > area rugs,8589935814,rest
1224,,,,best buy > appliances > ranges cooktops & ovens > range hoods > wall mount range hoods,8589935816,rest
1226,,,,sports & outdoors > sports fan shop > for the home fan shop > decor fan shop > wall art fan shop,8589935818,rest
1229,,,, online shopping  >  home & garden  >  home decor  >  window treatments  >  curtain tiers ,8589935821,rest
1230,,,,clothing & shoe store > men's clothing store > outerwear > jackets,8589935822,rest
1231,,,,clothing > intimates & sleepwear > sleepwear & robes > robes,8589935823,rest
1233,,,, jewelry & watches  >  jewelry  >  rings  >  diamond rings ,8589935825,rest
1234,,,,home improvement > tools > power tools > air tools > wrenches & ratchets,8589935826,rest
1235,,,,hi,8589935827,rest
1236,,,,toys & games > party supplies > banners streamers & confetti > banners,8589935828,rest
1237,,,,target > accessories > jewelry > earrings,8589935829,rest
1238,,,, online shopping  >  bedding & bath  >  fashion bedding  >  comforter sets ,8589935830,rest
1239,,,, home  >  furniture  >  living room furniture  >  ottomans ,8589935831,rest
1243,,,,health & household > vitamins & dietary supplements > vitamins > vitamin e,8589935835,rest
1244,,,,jewelry & watch store > jewelry store > charms & pins > silver charms,8589935836,rest
1245,23,https://www.walmart.com/ip/Investigating-History-Lincoln-Man-or-Myth/14294707,Movie Genre=dvd - POLITICS;Duration=47;Assembled Product Weight=0.12 Pounds;Original Languages=English;Condition=New;Record Label=A&E Home Video;Release Date=03/31/2009;Color=Y,movies & tv > tv shows > documentaries,8589935837,videos
1246,24,http://www.amazon.com/dp/B0019PL2I4?psc=1,"Format=DVD;Number of discs=1;Subtitles=English, French, Spanish;Region=Region 1 U.S. and Canada only. Read more about DVD formats.;Dubbed=French;Language=English;Average Customer Review=3.9 out of 5 stars See all reviews 53 customer reviews;Studio=SONY PICTURES HOME ENT.;ASIN=B0019PL2I4;Amazon Best Sellers Rank=#750,068 in Movies & TV See Top 100 in Movies & TV #552909 in Movies & TV > DVD;Rated=NR Not Rated",movies & tv > movies > movies & tv > studio specials > sony pictures home entertainment > all sony pictures titles > movies & tv > studio specials > sony pictures home entertainment > all sony pictures titles,8589935838,videos
1247,23,https://www.walmart.com/ip/Sesame-Street-Elmo-s-World-The-Best-Of-Elmo-s-World-Vol.-2-Full-Frame/10927095,Movie Genre=dvd - SESAME STREET;Container Type=PACKAGE NOT AVAILABLE;Duration=155;Assembled Product Weight=0.58 Pounds;Original Languages=English;Condition=New;Aspect Ratio=Full Frame;Record Label=Sesame Street;TV Rating=NR;Release Date=05/05/2009;Brand=Warner Bros.;Color=Y,movies & tv > tv shows > children & family,8589935839,videos
1248,,,,automotive > interior accessories > floor mats & cargo liners > floor mats,8589935840,rest
1249,,,,clothing shoes & jewelry > women > clothing > lingerie sleep & lounge > lingerie > bras > minimizers,8589935841,rest
1250,,,, online shopping  >  baby  >  feeding  >  bottle-feeding  >  baby bottles ,8589935842,rest
1252,,,,automotive > replacement parts > body & trim > body > doors,8589935844,rest
1254,,,,tools & home improvement > building supplies > material handling > winches hoists & pulleys > pulleys,8589935846,rest
1255,,,,target > furniture > lounge seating > futons & sofa beds,8589935847,rest
1256,,,,best buy > computers & tablets > desktop & all-in-one computers > all desktops > towers only,8589935848,rest
1257,,,,home & kitchen > home dÌ©cor > candles & holders > candleholders,8589935849,rest
1258,,,,sports & toys > sports & fitness > team sports > baseball & softball,8589935850,rest
1259,,,,best buy > appliances > small kitchen appliances > cutlery,8589935851,rest
1260,,,,best buy > audio > headphones > over-ear & on-ear headphones > on-ear headphones,8589935852,rest
1263,,,,target > clothing > baby & newborn clothing > baby girl clothing > tops,8589935855,rest
1264,,,,target > baby > nursery > baby bedding > crib sheets,8589935856,rest
1265,,,,jewelry & watch store > jewelry store > wedding rings > engagement rings,8589935857,rest
1267,,,,cell phones & accessories > cell phone accessories > accessory kits > wireless-prepaid,8589935859,rest
1272,,,,baby products > bathing & skin care > non-slip bath mats,8589935864,rest
1273,,,,industrial & scientific > professional dental supplies > apparel gloves & personal protective gear > professional apparel > women's medical clothing > lab coats,8589935865,rest
1275,,,,jewelry & watch store > jewelry store > men's jewelry > men's necklaces,8589935867,rest
1276,,,, clothing  >  women  >  women's tops & t-shirts  >  women's graphic tees ,8589935868,rest
1280,,,, online shopping  >  clothing & shoes  >  men's clothing  >  suits & suit separates  >  suit separates ,8589935872,rest
1282,24,http://www.amazon.com/dp/0788807315?psc=1,"Writers=A.A. Milne, Peter Young, Ron Clements, Steve Hulett, Tony Marino;Format=Closed-captioned, Color, NTSC;Run Time=25 minutes;Producers=Rick Reinert;VHS Release Date=March 3, 1998;Language=English;Average Customer Review=4.7 out of 5 stars See all reviews 19 customer reviews;Studio=Disney Studios;Number of tapes=1;ASIN=0788807315;Amazon Best Sellers Rank=#65,304 in Movies & TV See Top 100 in Movies & TV;Actors=Hal Smith, Ralph Wright, Laurie Main, John Fiedler, Will Ryan;Directors=Rick Reinert;Rated=G General Audience",movies & tv > 3-6 years > movies & tv > 7-9 years > movies & tv > animation > movies & tv > disney home video > all disney titles > movies & tv > disney home video > animated characters > all titles > movies & tv > disney home video > by age > 3-6 years > movies & tv > disney home video > by age > for the whole family > movies & tv > genre for featured categories > kids & family > movies & tv > movies > movies & tv > walt disney studios home entertainment > all disney titles > movies & tv > walt disney studios home entertainment > animated movies,8589935874,videos
1283,,,, jewelry & watches  >  jewelry  >  necklaces  >  gemstone necklaces ,8589935875,rest
1284,,,,best buy > appliances > refrigerators > wine refrigerators & coolers,8589935876,rest
1285,,,,office > telephones & communication > corded telephones,8589935877,rest
1286,,,,target > clearance > clothing & accessories clearance > women's clothing clearance > intimates clearance,8589935878,rest
1287,,,,automotive > tires & wheels > wheels > car,8589935879,rest
1288,,,,best buy > computers & tablets > tablets > ipad,8589935880,rest
1289,,,,best buy > appliances > dishwashers > built-in dishwashers,8589935881,rest
1292,,,,automotive > replacement parts > cables > clutch cables,8589935884,rest
1294,,,, online shopping  >  clothing & shoes  >  accessories  >  eyeglasses  >  reading glasses ,8589935886,rest
1295,,,, online shopping  >  home & garden  >  home decor  >  area rugs  >  accent rugs ,8589935887,rest
1297,,,,best buy > car electronics & gps > car security & remote starters,8589935889,rest
1298,,,,beauty & personal care > foot hand & nail care > nail art & polish > nail polish,8589935890,rest
1299,,,, online shopping  >  home & garden  >  furniture  >  dining room & bar furniture  >  bar stools ,8589935891,rest
1303,,,,target > clothing > women's clothing > intimates > bras > demi,8589935895,rest
1305,22,http://www.target.com/p/betrayed-by-passion/-/A-12877913,Movie Genre=Suspense & Thriller;Store Item Number (DPCI)=246-05-8273;Origin=Made in the USA or Imported;UPC=824355536423;Language=english;MPAA Rating=NR;Movie MPAA Rating=nr;Software Format=dvd_video;Movie Category=Feature;TCIN=12877913,"target > movies, music & books > movies > action & adventure",8589935897,videos
1308,,,,best buy > computers & tablets > ipad tablets & e-readers > ipad & tablet package deals > tablet package deals,8589935900,rest
1309,,,,best buy > video games > game guides,8589935901,rest
1310,,,,home & kitchen > home dÌ©cor > area rugs runners & pads > runners,8589935902,rest
1311,24,https://www.amazon.com/dp/0816666024?psc=1,"edition=Paperback;ISBN-13=978-0816666027;Product Dimensions=7 x 0.9 x 10 inches;Language=English;Average Customer Review=Be the first to review this item;ISBN-10=0816666024;Shipping Weight=1.5 pounds View shipping rates and policies;Publisher=Univ Of Minnesota Press December 19, 2011;Amazon Best Sellers Rank=#2,729,440 in Books See Top 100 in Books #1165 in Books > History > Middle East > Turkey #2556 in Books > Arts & Photography > Architecture > Urban & Land Use Planning #6096 in Books > Arts & Photography > Architecture > History;Paperback=288 pages",books > history > middle east > turkey,8589935903,books
1312,,,,best buy > home > toys games & hobbies > building sets & blocks,8589935904,rest
1313,,,,clothing shoes & jewelry > women > jewelry > fine,8589935905,rest
1316,,,,home page > auto & tires > car safety & car security > anti-theft devices,8589935908,rest
1318,22,https://www.target.com/p/shekinah-glory-ministry-live/-/A-11350022,"Movie Genre=Music;Store Item Number (DPCI)=246-01-1989;Origin=Made in the USA or Imported;UPC=801881102001;Movie Studio=Kingdon records/Fontana;Street Date=January 10, 2006;Software Format=DVD;Movie Category=Performance;TCIN=11350022","target > movies, music & books > movies > music",8589935910,videos
1319,,,,computers & tablets > accessories > laptop accessories > laptop bags & cases,8589935911,rest
1322,,,,electronics > computers > networking > network attached storage,8589935914,rest
1323,,,,office > office supplies > planners > all planners,8589935915,rest
1324,,,,online shopping >  clothing & shoes >  shoes >  men's shoes >  loafers,8589935916,rest
1327,,,,home & kitchen > seasonal dÌ©cor > trees,8589935919,rest
1329,,,,clothing shoes & jewelry > men > clothing > shirts > t-shirts,8589935921,rest
1330,,,,best buy > home > outdoor living > patio furniture & decor > fire pits,8589935922,rest
1332,,,, crafts & sewing  >  scrapbooking  >  die cutting  >  cutting & embossing dies ,8589935924,rest
1336,,,,clothing shoes & jewelry > men > clothing > shirts,8589935928,rest
1337,,,,office > office supplies > office basics,8589935929,rest
1338,,,,best buy > audio > home audio > home theater systems > home theater in a box,8589935930,rest
1339,,,,auto & tires > auto body tools & equipment > auto repair tools,8589935931,rest
1340,6075,https://www.abebooks.com/servlet/BookDetailsPL?bi=9011014222&searchurl=isbn%3D0439429919%26sortby%3D17,Title=Pokemon Togepi Springs Into Action (A ...;Binding=Paperback;Publication Date=2003;Book Condition=Used;Publisher=Scholastic Paperbacks,tracey west,8589935932,books
1344,,,,jewelry & watch store > jewelry store > body jewelry shop > belly rings,8589935936,rest
1345,,,,best buy > computers & tablets > computer accessories & peripherals > hard drives & storage > external hard drives,8589935937,rest
1348,,,,target > clothing > school uniforms > boys' uniforms > boys' tops,8589935940,rest
1350,,,,automotive > exterior accessories > cargo management > cargo bars,8589935942,rest
1351,,,,target > furniture > kitchen & dining furniture > dining chairs & benches,8589935943,rest
1355,,,, online shopping  >  office supplies  >  pens pencils & markers  >  pen & ink refills  >  ballpoint refills ,8589935947,rest
1356,,,,home & garden > furniture > home office furniture > desks,8589935948,rest
1357,,,,tools & home improvement > power & hand tools > power tool parts & accessories > power rotary tool parts & accessories,8589935949,rest
1358,,,,newsstand,8589935950,rest
1359,24,http://www.amazon.com/dp/B006671NPM?psc=1,"Format=3D;Run Time=130 minutes;Number of discs=4;Subtitles=English, French, Spanish;Region=Region A/1 Read more about DVD/Blu-ray formats.;Average Customer Review=4.5 out of 5 stars See all reviews 3,349 customer reviews;Studio=Warner Home Video;ASIN=B006671NPM;Amazon Best Sellers Rank=#65,326 in Movies & TV See Top 100 in Movies & TV #3735 in Movies & TV > Blu-ray > Action & Adventure;Actors=Daniel Radcliffe, Emma Watson;Directors=David Yates;Rated=PG-13 Parents Strongly Cautioned",movies & tv > 10-12 years > movies & tv > blu-ray > movies & tv > blu-ray > movies > movies & tv > characters & series > harry potter > blu-ray > movies & tv > characters & series > harry potter > harry potter and the deathly hallows > movies & tv > genre for featured categories > action & adventure > movies & tv > movies > movies & tv > studio specials > warner home video > action & adventure > movies & tv > studio specials > warner home video > all titles > movies & tv > studio specials > warner home video > drama,8589935951,videos
1360,,,,best buy > appliances > appliance accessories > air purifier filters & parts,8589935952,rest
1361,,,,home > bedding > decorative pillows,8589935953,rest
1362,,,,target > beauty > makeup > lips > lipstick & lipstains,8589935954,rest
1363,,,,clothing shoes & jewelry > novelty costumes & more > novelty > clothing > women > tops & tees > t-shirts > clothing shoes & jewelry > novelty costumes & more > novelty > clothing > men > shirts > t-shirts > apparel,8589935955,rest
1364,,,,automotive > motorcycle & powersports > protective gear > gloves,8589935956,rest
1365,,,,target > home > bedding > bedding sets & collections,8589935957,rest
1366,,,,electronics > computers & accessories > computer accessories & peripherals > hard drive accessories > hard drive bags & cases,8589935958,rest
1367,23,https://www.walmart.com/ip/11085961,Duration=240;Original Languages=English;Condition=New;Aspect Ratio=Full Frame;Record Label=Team Marketing;Release Date=11/11/2003;Color=Other;Actors=Not Listed,movies & tv > tv shows > sports > basketball,8589935959,videos
1368,,,,clothing shoes & jewelry > women > watches > wrist watches,8589935960,rest
1369,,,,clothing shoes & jewelry > women > shops > contemporary & designer > accessories > sunglasses & eyewear accessories > sunglasses,8589935961,rest
1370,,,,automotive > lights & lighting accessories > bulbs > interior & convenience bulbs,8589935962,rest
1372,,,,home & kitchen > storage & organization > laundry storage & organization > pop-up laundry hampers,8589935964,rest
1373,,,,clothing shoes & jewelry > women > clothing shoes & jewelry > novelty & more > clothing,8589935965,rest
1374,,,,home & kitchen > home dÌ©cor > picture frames > wall & tabletop frames,8589935966,rest
1375,,,,home & kitchen > kitchen & dining > kitchen utensils & gadgets > kitchen accessories > refrigerator magnets,8589935967,rest
1377,,,,best buy > computers & tablets > computer accessories & peripherals > headsets & microphones > computer headsets,8589935969,rest
1379,,,,auto & tires > rv > additional rv accessories,8589935971,rest
1380,,,,clothing shoes & jewelry > novelty & more > clothing > novelty,8589935972,rest
1381,,,,best buy > office > office electronics > labelers & accessories,8589935973,rest
1383,,,, online shopping  >  clothing & shoes  >  women's clothing  >  intimates  >  shapewear ,8589935975,rest
1384,,,,target > back to college > college bedding,8589935976,rest
1385,,,,best buy > office > office electronics > labelers & accessories > labelers,8589935977,rest
1386,,,,patio lawn & garden > outdoor power tools > replacement parts & accessories > pressure washer parts & accessories > nozzles,8589935978,rest
1387,,,,target > clothing > baby clothing > baby boy clothing > tops,8589935979,rest
1388,,,, online shopping  >  home & garden  >  home decor  >  window treatments  >  curtains ,8589935980,rest
1389,,,,best buy > appliances > small kitchen appliances > coffee tea & espresso > coffee makers > multi-cup coffee makers,8589935981,rest
1393,,,,best buy > audio > ipod & mp3 player accessories > cases & armbands > armbands,8589935985,rest
1394,,,,beauty > hair care > styling products,8589935986,rest
1395,,,,electronics,8589935987,rest
1396,,,,automotive > motorcycle & powersports > parts > filters > air filters,8589935988,rest
